178,1,970.0,467.0,130.0,368.0,1,-1,-1,-1
179,1,970.0,469.0,130.0,366.0,1,-1,-1,-1
180,1,965.0,471.0,134.0,360.0,1,-1,-1,-1
181,1,967.0,470.0,134.0,359.0,1,-1,-1,-1
515,1,1040.0,428.0,156.0,396.0,1,-1,-1,-1
517,1,1035.0,414.0,181.0,391.0,1,-1,-1,-1
519,1,1036.0,408.0,188.0,405.0,1,-1,-1,-1
521,1,1034.0,408.0,183.0,418.0,1,-1,-1,-1
523,1,1032.0,411.0,184.0,425.0,1,-1,-1,-1
525,1,1029.0,414.0,188.0,429.0,1,-1,-1,-1
527,1,1030.0,426.0,182.0,420.0,1,-1,-1,-1
529,1,1021.0,435.0,189.0,401.0,1,-1,-1,-1
530,1,1016.0,444.0,189.0,388.0,1,-1,-1,-1
531,1,1014.0,451.0,180.0,385.0,1,-1,-1,-1
532,1,1005.0,456.0,181.0,372.0,1,-1,-1,-1
533,1,997.0,462.0,184.0,363.0,1,-1,-1,-1
534,1,990.0,474.0,187.0,349.0,1,-1,-1,-1
535,1,985.0,477.0,186.0,351.0,1,-1,-1,-1
536,1,976.0,479.0,182.0,346.0,1,-1,-1,-1
537,1,980.0,479.0,172.0,345.0,1,-1,-1,-1
538,1,986.0,481.0,163.0,343.0,1,-1,-1,-1
539,1,977.0,482.0,170.0,340.0,1,-1,-1,-1
540,1,988.0,478.0,156.0,341.0,1,-1,-1,-1
541,1,994.0,473.0,148.0,342.0,1,-1,-1,-1
542,1,997.0,466.0,144.0,348.0,1,-1,-1,-1
543,1,999.0,459.0,139.0,352.0,1,-1,-1,-1
544,1,999.0,453.0,136.0,359.0,1,-1,-1,-1
545,1,994.0,449.0,139.0,360.0,1,-1,-1,-1
546,1,988.0,440.0,144.0,373.0,1,-1,-1,-1
547,1,986.0,433.0,148.0,381.0,1,-1,-1,-1
548,1,989.0,432.0,141.0,382.0,1,-1,-1,-1
549,1,993.0,430.0,136.0,381.0,1,-1,-1,-1
550,1,985.0,426.0,141.0,389.0,1,-1,-1,-1
551,1,984.0,423.0,141.0,396.0,1,-1,-1,-1
552,1,972.0,420.0,154.0,399.0,1,-1,-1,-1
553,1,963.0,419.0,165.0,395.0,1,-1,-1,-1
554,1,963.0,419.0,165.0,391.0,1,-1,-1,-1
555,1,966.0,419.0,160.0,388.0,1,-1,-1,-1
556,1,972.0,420.0,154.0,384.0,1,-1,-1,-1
557,1,979.0,427.0,147.0,374.0,1,-1,-1,-1
558,1,978.0,429.0,147.0,370.0,1,-1,-1,-1
559,1,984.0,436.0,139.0,361.0,1,-1,-1,-1
560,1,979.0,431.0,143.0,368.0,1,-1,-1,-1
561,1,986.0,438.0,136.0,360.0,1,-1,-1,-1
562,1,990.0,447.0,131.0,349.0,1,-1,-1,-1
563,1,992.0,455.0,130.0,341.0,1,-1,-1,-1
564,1,996.0,459.0,128.0,336.0,1,-1,-1,-1
565,1,994.0,460.0,131.0,338.0,1,-1,-1,-1
566,1,994.0,462.0,131.0,336.0,1,-1,-1,-1
567,1,989.0,467.0,136.0,330.0,1,-1,-1,-1
568,1,985.0,467.0,140.0,328.0,1,-1,-1,-1
569,1,989.0,468.0,135.0,326.0,1,-1,-1,-1
570,1,989.0,467.0,138.0,326.0,1,-1,-1,-1
571,1,985.0,466.0,145.0,327.0,1,-1,-1,-1
572,1,984.0,466.0,154.0,328.0,1,-1,-1,-1
573,1,990.0,464.0,152.0,330.0,1,-1,-1,-1
574,1,995.0,459.0,148.0,336.0,1,-1,-1,-1
575,1,996.0,455.0,149.0,339.0,1,-1,-1,-1
576,1,999.0,445.0,150.0,343.0,1,-1,-1,-1
577,1,1000.0,442.0,151.0,349.0,1,-1,-1,-1
578,1,1007.0,441.0,143.0,348.0,1,-1,-1,-1
579,1,1011.0,434.0,136.0,357.0,1,-1,-1,-1
580,1,1010.0,435.0,137.0,354.0,1,-1,-1,-1
581,1,1015.0,424.0,131.0,368.0,1,-1,-1,-1
582,1,1010.0,431.0,136.0,353.0,1,-1,-1,-1
583,1,1011.0,432.0,132.0,351.0,1,-1,-1,-1
584,1,1011.0,430.0,130.0,352.0,1,-1,-1,-1
585,1,1011.0,429.0,125.0,355.0,1,-1,-1,-1
586,1,1011.0,427.0,122.0,358.0,1,-1,-1,-1
587,1,1010.0,428.0,119.0,358.0,1,-1,-1,-1
588,1,1009.0,427.0,115.0,358.0,1,-1,-1,-1
589,1,1009.0,428.0,111.0,357.0,1,-1,-1,-1
590,1,1008.0,432.0,109.0,351.0,1,-1,-1,-1
591,1,1006.0,439.0,108.0,343.0,1,-1,-1,-1
592,1,1004.0,444.0,107.0,336.0,1,-1,-1,-1
593,1,1002.0,444.0,105.0,337.0,1,-1,-1,-1
594,1,998.0,450.0,107.0,324.0,1,-1,-1,-1
595,1,994.0,453.0,106.0,315.0,1,-1,-1,-1
596,1,991.0,459.0,111.0,308.0,1,-1,-1,-1
597,1,980.0,466.0,120.0,297.0,1,-1,-1,-1
598,1,973.0,468.0,127.0,293.0,1,-1,-1,-1
599,1,972.0,471.0,126.0,291.0,1,-1,-1,-1
600,1,969.0,473.0,132.0,289.0,1,-1,-1,-1
601,1,960.0,473.0,144.0,290.0,1,-1,-1,-1
602,1,954.0,472.0,152.0,293.0,1,-1,-1,-1
