1,3,730.0,322.0,372.0,605.0,1,-1,-1,-1
2,3,712.0,315.0,385.0,614.0,1,-1,-1,-1
3,3,704.0,312.0,393.0,622.0,1,-1,-1,-1
4,3,700.0,299.0,382.0,640.0,1,-1,-1,-1
5,3,700.0,306.0,378.0,631.0,1,-1,-1,-1
6,3,701.0,307.0,372.0,630.0,1,-1,-1,-1
7,3,699.0,310.0,360.0,627.0,1,-1,-1,-1
8,3,693.0,309.0,358.0,628.0,1,-1,-1,-1
9,3,687.0,304.0,360.0,634.0,1,-1,-1,-1
10,3,690.0,321.0,369.0,604.0,1,-1,-1,-1
11,3,683.0,315.0,359.0,609.0,1,-1,-1,-1
12,3,680.0,324.0,353.0,598.0,1,-1,-1,-1
13,3,675.0,335.0,349.0,599.0,1,-1,-1,-1
14,3,674.0,347.0,336.0,582.0,1,-1,-1,-1
15,3,676.0,356.0,318.0,573.0,1,-1,-1,-1
16,3,671.0,365.0,314.0,573.0,1,-1,-1,-1
17,3,666.0,377.0,322.0,558.0,1,-1,-1,-1
18,3,670.0,381.0,306.0,546.0,1,-1,-1,-1
19,3,670.0,381.0,287.0,554.0,1,-1,-1,-1
20,3,664.0,389.0,284.0,542.0,1,-1,-1,-1
21,3,665.0,391.0,269.0,543.0,1,-1,-1,-1
22,3,667.0,395.0,254.0,541.0,1,-1,-1,-1
23,3,663.0,402.0,250.0,536.0,1,-1,-1,-1
24,3,665.0,389.0,241.0,540.0,1,-1,-1,-1
25,3,665.0,388.0,228.0,538.0,1,-1,-1,-1
26,3,674.0,383.0,214.0,541.0,1,-1,-1,-1
27,3,675.0,376.0,211.0,536.0,1,-1,-1,-1
28,3,681.0,367.0,203.0,544.0,1,-1,-1,-1
29,3,682.0,360.0,197.0,559.0,1,-1,-1,-1
30,3,681.0,346.0,196.0,573.0,1,-1,-1,-1
31,3,684.0,338.0,188.0,585.0,1,-1,-1,-1
32,3,689.0,335.0,181.0,591.0,1,-1,-1,-1
33,3,688.0,333.0,182.0,599.0,1,-1,-1,-1
